Key,English,Russian
jz_ProfessionCarpenter,"Carpenter Profession","Профессия Плотника"
jz_ProfessionCarpenterKitDesc,"All the knowledge needed to become a Carpenter.\nStarts with a Claw Hammer and Nails\n20% Faster Crafting on the Workbench and Tablesaw\nRecipes- All Wooden Frame Shapes, Planks","Все знания, необходимые для того, чтобы стать плотником. \nНачинает с молотка и гвоздей. \n20% более быстрое изготовление на верстаке и настольной пиле. \nРецепты - все формы деревянных рам, доски"
jz_ProfessionCop,"Cop Profession","Профессия Полицейского"
jz_ProfessionCopKitDesc,"All the knowledge needed to become a Cop\nStart with a Old Revolver and ammo\n10% Faster Reload & better Aim w/Pistol & Magnums\nRecipes- Pistol, Gun Oil, Stun Baton, Weapon Repair Kit","Все знания, необходимые для того, чтобы стать полицейским. \nНачните со старым револьвером и боеприпасами. \n10% быстрая перезарядка и лучшая цель с пистолетом и магнумами. \nРецепты - пистолет, оружейное масло, электрошокер, комплект для ремонта оружия."
jz_ProfessionChef,"Chef Profession","Профессия Повара"
jz_ProfessionChefKitDesc,"All the knowledge needed to become a Chef.\nStart with a Old Knife\n20% Faster Cooking\nRecipes- All Food Recipes","Все знания, необходимые, чтобы стать шеф-поваром. \nНачните со старого ножа \n20% быстрее готовите \nРецепты - все рецепты еды"
jz_ProfessionFitnessInstructor,"Fitness Instructor Profession","Профессия Тренера"
jz_ProfessionFitnessInstructorKitDesc,"All the knowledge needed to become a Fitness Instructor.\nStart with a Baseball Bat\n10% Faster Movment\n5% Less Stamina used while running\nRecipes- Golden Rod Tea, Red Tea, Mega Crush, Wellness Juice, Vitamins","Все знания, необходимые для того, чтобы стать инструктором по фитнесу. \nНачните с бейсбольной битой \n10% более быстрого движения \n5% меньше выносливости при беге \nРецепты - чай из золотарника, красный чай, Mega Crush, Оздоровительный сок, витамины"
jz_ProfessionFireman,"Fireman Profession","Профессия Пожарного"
jz_ProfessionFiremanKitDesc,"All the knowledge needed to become a Fire Fighter.\nStart with a Old Axe\n20% Block Dmg w/Fireaxes\n+5% Max Stamina\nRecipes- Aloe Cream, Medical Bandage, Molotov Cocktail, Firemans Axe Mod","Все знания, необходимые для того, чтобы стать пожарным. \nНачните со старого топора \n20% к урону блока с топорами \n + 5% к максимальной выносливости \nРецепты - крем с алоэ, медицинский бинт, коктейль Молотова, мод Пожарный топор."
jz_ProfessionMetalWorker,"Metal Worker Profession","Профессия Слесаря"
jz_ProfessionMetalWorkerKitDesc,"All the knowledge needed to become a Metal Worker.\nStart with a Wrench\n10% Faster Crafting on the Forge\nRecipes- All Scrap Iron Frame Shapes, Sheet Metal","Все знания, необходимые для того, чтобы стать слесарем. \nНачните с гаечного ключа \n10% быстрее крафтите кузницу \nРецепты - все формы каркаса из металлолома, листовой металл"
jz_ProfessionElectrician,"Electrician Profession","Профессия  Электрик"
jz_ProfessionElectricianKitDesc,"All the knowledge needed to become a Electrician.\nStart with a Screwdriver\n10% Faster Electrical Crafting\nRecipes- Generator Bank, Pressure Plate, Battery Bank, Ceiling Light, Timer Relay, Wire Relay, Motion Sensor, Speaker, Switch, Electric Fencepost, Spotlight, Stun Baton","Все знания, необходимые для того, чтобы стать электриком. \nНачните с отвертки \n10% быстрее электрическое изготовление \nРецепты - блок генератора, нажимная пластина, блок батарей, потолочный светильник, реле таймера, проводное реле, датчик движения, динамик, переключатель, электрический столб, Прожектор, Оглушающая дубинка"
